bugless_message_keyword_remov,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_replac,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_restrict,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_review,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_rid,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_set|up,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_speedup,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_stage,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_stat,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_statist,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_support,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_switch,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_test,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_test|coverag,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_test|pass,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_todo,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_tweak,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_unit,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_unnecessari,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_updat,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_upgrad,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_version,1e-05,1e-05,1e-05,1e-05
bugless_message_keyword_move,1e-05,1e-05,0.011253661,0.039280098
bugless_message_keyword_refactor,1e-05,1e-05,0.010349785,0.026112363
bugless_message_keyword_renam,1e-05,1e-05,0.0051237987,0.016506705
bugless_message_keyword_reorgan,1e-05,1e-05,0.00014875307,0.0007560613
bugless_message_keyword_restructur,1e-05,1e-05,0.00034574745,0.001457334
bugless_message_keyword_rewrit,1e-05,1e-05,0.0016072604,0.0024775655
bugless_message_keyword_simplif,1e-05,1e-05,0.00028756008,0.000901825
bugless_message_keyword_simplifi,1e-05,1e-05,0.0051379083,0.017245295
